,content,categories,priority
635,even sg experience glimpse hagupit keep dry everyone ,,
636,finally go home ,,
637,stay safe dry everyone ,,
638,true friend don t judge each other judge other together lamigskie grabee ,,
639,hop see sunny weather again tomorrow after back normal life again stay safe ,,
640,pray everything all right ,,
641,babe please use hashtag u baby please ,,
642,hot choco cold weather please stay warm people ,,
643,wait bad yet come ,,
644,through thick thin deserve glorify ,,
645,let s pray affected area philippine ,,
646,resident legazpi city stock up fuel photo via ,,
647,please babe ,,
648,typhoon hagupit kill 21 samar island red cross dream other day maybe ,,
649,t s hagupit batter philippines storm buffet philippine day ,,
650,signal 3 guy just keep praying take care everyone lt 3 strong everything alright cavite ,,
651,cheer up guy ,,
652,bless hidden every trial life willing open your heart see ,,
653,why pee lot when s cold shoo away ,,
654,fuck fuck fuck fucker ,,
655,keep safe guy ,,
656,heavy shower evening plesae god help u lt 3 ,,
657,call all please vote myx philippine amp help u bring ,,
658,lord our shield evening trust ,,
659,thank your tweet give good overview impact ,,
660,mrt lrt pnr operation end early monday december 8 ,,
661,announcement pagasa super typhoon strong my feeling u kingina mo advise feel same way too ,,
662,shoutout your cup your gourmet coffee caption keep safe dry everyone hope people feel hopeful ,,
663,please pray u everyone ,,
664,stay safe dry everyone sàniz your sun story ,,
665,pray protection suspension ,,
666,signal 2 stay safe everyone ,,
667,safe filipino hopefully last typhoon year ,,
668,guy pls pray ppl my country suffer typhoon ruby bc some house r destroy ,,
669,announcement pagasa super typhoon strong my feeling u kingina mo advise feel same way too ,,
670,u reach childn amp family t hit typhoon amp donate now ,,
671,drunk explain why slow too act like drunk driver hour byhour position via pagasa ,,
672,hope everyone okay okay okay ,,
673,perfect weather hahahah ,,
674,may guy survive storm less injury ,,
675,ruby stressful safe mount sea resort hotel ,,
676,holy crap hop philippine stay safe during send my love thank bob lt 3 ,,
677,protection god ,,
678,pray protection suspension 3 west rembo makati city ,,
679,signal 3 here stay safe all just always pray ,,
680,bed weather daw kasi ,,
681,let s pray suffer now because typhoon ,,
682,21 people die eastern samar 16 borongan philippine typhoon death toll jump ,,
683,cancel hurry home b4 wind blow me 2 london thotyal xx tc guy just stay n enjoy ur cozy bed rather out me bagyo po ,,
684,today philippine very cold snow because typhoon tt btw gudluck ur drama dnt 4get update u kk lt 3 ,,
685,ll pick up when re get down ,,
686,fourth land fall possibly laiya batangas very near binay farm take care pig hahaha ,,
687,hopefully problem distribution ,,
688,np delubyo skychurch m favorite drummer astig talaga robert machine dela cruz ,,
689,800 pray philippine typhoon also amp because ask amp bc know want too ,,
690,keep safe everyone ,,
691,pray safety everyone ,,
692,safe everyone ,,
693,trend philippine 04 43 pm pht 1 2 3 4 5 ,,
694,god u let s pray everyone s safety ,,
695,train operation end early tonight please advise pic ,,
696,keep safe stay dry ,,
697,keep safe everyone ,,
698,coz our weather today stick eat _ ,,
699,d rather relationship stay home than go out party weather ,,
700,let our preparation include oratio imperata prayer deliverance ,,
701,just heard typhoon hit philippine hope your family fine ,,
702,takecare god bless everyone ,,
703,pray protection suspension ,,
704,update public storm signal ,,
705,calendar shift avoid rainy season ,,
706,know estimated s top wind 125 mph equivalent category 3 hurricane ,,
707,keep safe everyone ,,
708,update through here through ,,
709,me since yesterday bath since bagyo stay safe ig jeovanied ,,
710,hurry up leave na long stay more havoc create tsk tsk ,,
711,bee s hive p ,,
712,let u say short prayer time calamity ,,
713,single dollar go long way help affect donate here ,,
714,lucky escape partner during when tree uprooted smash through roof all safe ,,
715,cave church amp school turn into evacuation center over 700 000 ppl ,,
716,meteorologist northeast monsoon amihan may help sap s strength ,,
717,jacket day stay safe everyone vhiel ,,
718,bloomberg typhoon hagupit add urgency un climate talk ,,
719,like follow follow subscribe thanx ,,
720,look s happen philippine very small indeed remind take each day grant ,,
721,calum please send philippines some love s super typhoon ,,
722,late home base opportunity ,,
723,insensitive mileena insensitive everyone take care ,,
724,6 pm base 5 pm bulletin cross batangas cavite monday night ,,
725,3rubyph ,,
726,ndrrmc far confirm only two dead three injured two others report kill outside samar ,,
727,da supply disruption price change agricultural product holiday despite via jacquemanabat ,,
728,batter ,,
729,typhoon ruby mindoro philippine update 08 15 utcaccording philippine national red cross ,,
730,18 min ,,
731,take pic awhile ago ,,
732,doesn t exactly feel like 5pm brace yourself manila keep safe here come ,,
733,after rain come sun ,,
734,pray ,,
735,heavy rain high wind keep safe everyone ,,
736,must lure s more fun phils slogan find true kaloka ,,
737,keep safe everyone hope here bulacan zero casualty ,,
738,kill u strengthen u ,,
739,rain plss go away lamiggg grabeee ,,
740,signage roof fell off s strong wind up 195kph lasting over 12 hr ,,
741,doh infant formula donation allow evacuation center interaksyon ,,
742,let s all pray safety everyone taylor swift taylor swift taylor swift ,,
743,keepsafe guy lt 3 ,,
744,hagupit nears philippine here s need know typhoon ,,
745,good afternoon hope everyone safe ,,
746,fan see yu gatbans han tweeni wan ,,
747,tonight s company ,,
748,ruby may strong filipino way strong ,,
749,oh feel ,,
750,skype while ruin our country ,,
751,safe everyone ,,
752,let s pray lose home love one together stand faith psalm 23 1 6 ,,
753,more beautiful wo traffic too edsa more beautiful without billboard photo george tapan ,,
754,safe ,,
755,mess around make bad ,,
756,save emergency hotlines your phone just case stay safe everyone ,,
757,typhoon really prove s more fun philippine ayaw pa umalis ,,
758,friendly reminder ,,
759,rain rain go awaya ,,
760,typhoon kill least 21 cross via ,,
761,stay safe guy ,,
762,please 5sos send philippine some love s super typhoon ,,
763,my dad s friend call him 2am let him know s typhoon philippine my dad think s silly think s cute ,,
764,stay safe everyone ,,
765,maybe ll stay maybe ll leave maybe ll return ,,
766,dark outside early when get home 6p yet ,,
767,class all suspended tomorrow keep safe ,,
768,watch news ,,
769,rain whole day wind s blow strong wish typhoon would leave my country soon ,,
770,office hour finally suspend our way home safe everyone travel san mateo rizal ,,
771,filipino waterproof ,,
772,win t stop u tap ,,
773,god good all time ,,
774,typhoon churn across philippine more than 1 million flee ,,
775,happy 110th found anniversary bulacan state university p ang kj ,,
776,well im thank god typhoon really devastate ,,
777,download free ,,
778,finally rain wind all calm now tropical storm hagupit dump rain metro ,,
779,sam smith playlist perfect ,,
780,stay safe everyone ,,
781,father king over flood still know god ,,
782,don t pray suspension pray protection ,,
783,philippine capital brace storm hagupit leave 27 dead reuters ,,
784,united prayer god s people weaken super typhoon ruby hagupit thank very much lord shalom amp emmanuel ,,
785,here look s another one ,,
786,long sleep today let s continue ,,
787,kennat ,,
788,public storm warning signal 5 p m december 8 ,,
789,ur country attacted cyclone hagupit r u ok m really worried ,,
790,bad though thinking friend philippine ,,
791,private sector initiative see tweet add your org tweet want need help ,,
792,bro musta na dyan safe dude god all ,,
793,stay philippine keep safe guy ,,
794,philippine capital brace storm hagupit leave 21 dead reuters africa ,,
795,saw advisory magallanes station just now eat dianne ,,
796,all exol igot7 inspirit vip army other kpop ph keep safe all hope one get hurt ,,
797,shoutout all kuya s rider brave storm just deliver pick up my parcel salute all ,,
798,keep safe all ,,
799,gosh whole day internet here office d happy monday everyone amp keep safe ,,
800,thankful my family philippine harm typhoon pray rest stay safe during time xx ,,
801,please update u regard typoon hagupit land fall 8pm manila time province cavite under signal 3 ,,
802,keep safe everyone ,,
803,due heavy rain go work tonight hello sleeeeppp ,,
804,keep safe everyone ,,
805,go fuck off ruby ,,
806,keepsafe po ,,
807,oh my gosh ,,
808,stay safe brother affect typhoon ,,
809,m here sta cruz manila m hear fire truck bell let s all hope best go away now ,,
810,yeah wii rain ,,
811,watch ,,
812,landfall ,,
813,ready ready perfect storm ,,
814,prayer help save country more disaster pres aquino ask pope pray philippine ,,
815,thomasians advise stay home keep safe ,,
816,really need your prayer pray u victim typhoon ruby here philippine stay safe both u ,,
817,hi nichola write feature philippine how contact few question jakub ,,
818,work suspension 6pm today ,,
819,happy feast day immaculate conception pls ,,
820,get free instrumentals playlist ,,
821,deadly typhoon hit philippine ,,
822,happy feast day immaculate conception procession sjbp ,,
823,oh ruby ,,
824,mount typhoon churn over dec 8 5 30 et ,,
825,look like space s rain now dear god please keep u safe ,,
826,pray u ,,
827,public storm warning signal 5 p m december 8 ,,
828,question how long before leave country ,,
829,death mount typhoon churn over philippine ,,
830,stay safe guy ,,
831,pray ,,
832,safe people ,,
833,due hit filipino capital today twenty one people kill 1million affect far please continue pray ,,
834,pia 3 per dswd each family food pack consist six kilo rice six piece good noodle coffee bottled water ,,
835,philippine capital bracez fo storm az leavez 27 dead dolores philippinez ,,
836,chief commend early warning effort amp disaster preparedness plan mitigate loss damage ,,
837,thank give u exact forecast help u prepare ,,
838,still school ,,
839,support climate justice help hold big polluter accountable contribution climate crisis ,,
840,philippine typhoon weaken least 21 dead ,,
841,tropical stirm hagupit kill 21 thr philippine over weekend ,,
842,let pray ,,
843,u hav 2 read story till d end fav amp ,,
844,verify confirm ,,
845,don t confuse ,,
846,new post australia help philippine wake typhoon hagupit ,,
847,my flight manila cancel due bad weather ,,
848,keep safe everyone ,,
849,deadly typhoon hit philippine ,,
850,watch movement forecast typhoon our typhoon tracker ,,
