,content,categories,priority
323,fire double size hectare hectare ,"['Factoid', 'Hashtags', 'News']",Medium
324,north fire near taiga nova very much under control say blake ,"['Hashtags', 'News']",Low
325,landfill still close re only pick up black bin until further notice ,"['Official', 'Hashtags', 'Advice']",Medium
326,blake centennial campground mandatory evacuation still effect landfill very much still close only black bin currently ,"['Hashtags', 'News', 'Advice']",Low
327,only pick up black bin landfill close due west fire ,"['Hashtags', 'News', 'Advice']",Low
328,blake gratitude medium partner keep our community safe ,"['Hashtags', 'News', 'Sentiment']",Low
329,thanks folk ground our medium partner ,"['Official', 'Hashtags', 'Sentiment']",Low
330,darby allen now say only guess size fire morning when pilot resume flight ,"['Hashtags', 'News']",Low
331,allen say primary goal put fire out keep people safe ,"['Hashtags', 'News']",Low
332,primary goal fight west fire figure out size little byproduct ,"['Hashtags', 'News']",Low
333,provide update say fire grow hectare vs yest http ,"['MultimediaShare', 'Factoid', 'Official', 'Hashtags']",Medium
334,allen say re rough day even though sky clear fire roar back ,"['Hashtags', 'News']",Low
335,darby rough day fire wake up amp come back over next few day good see folk out prepared ,"['Hashtags', 'News']",Low
336,weather today nice town allen warns fire wake up don lull into false sense security ,"['Hashtags', 'News', 'Advice']",Low
337,re rough day say fire chief darby allen remind everyone re serious situation ,"['Official', 'Hashtags']",Low
338,regional fire chief say just because big plume aren doesn mean fire ok rough day ,"['Hashtags', 'News']",Low
339,now bernie schmitte wildfire manager ab agriculture amp forestry start thank ,"['Hashtags', 'News']",Low
340,bernie schmitte alberta forestry say incident management team assign manage fire ,"['Hashtags', 'News']",Low
341,bernie schmitte now instant management team manage fire firefighter fire east edge closest ,"['Factoid', 'Hashtags', 'News']",Low
342,say five hectare fire cross athabasca river firefighter en route ,"['ThirdPartyObservation', 'Location', 'Factoid', 'Official', 'Hashtags']",Medium
343,five hectare spot fire cross athabasca river speask firefighter en route ,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News']",Medium
344,firefighter fire work east side closest say hectare spot fire cross athabasca river ,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Medium
345,spot fire cross athabasca river crew target now ,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Hashtags', 'News']",Medium
346,temperature predict reach high low humidity ,"['Weather', 'Hashtags', 'News']",Low
347,schmitte challenge today due forecast wind out southeast southwest challenge effort today ,"['Weather', 'Hashtags', 'News']",Low
348,spot fire become priority weather challenge make effort today difficult inversion hold smoke down ,"['Hashtags', 'News']",Low
349,say forestry firefighter focus effort north fire today wind make fire challenging ,"['Official', 'Hashtags']",Low
350,schmitte tanker crew site work fire full crown fire expect ,"['Hashtags', 'News']",Low
351,inversion break around noon today ll see full crown fire ,"['Hashtags', 'News']",Medium
352,ll start see full crown fire tree fully engulf around noon today ,"['Official', 'Hashtags']",Medium
353,darby north fire all intensive purpose out ,"['Hashtags', 'News']",Low
354,north fire taiga nova largely out some people look hot spot allen say worry ,"['Hashtags', 'News']",Low
355,north fire almost completely out say fire chief darby allen west fire our priority ,"['ThirdPartyObservation', 'Official', 'Hashtags']",Medium
356,darby west fire main concern amp priority where main focus ,"['Hashtags', 'News']",Low
357,allen clarifies say north fire largely extinguished ,"['ThirdPartyObservation', 'Hashtags', 'News']",Low
358,fire condition today extreme expect able go more ferociously quick than day previous ,"['Hashtags', 'News']",Low
359,darby fire condition extreme today similar yesterday tomorrow look similar ,"['Hashtags', 'News']",Low
360,fire creep full tree candle inversion expect break around noon willl bring full crown fire ,"['Hashtags', 'News']",Low
361,fire condition extreme amp humidity level lower say fire chief darby allen same forecast tmrw ,"['Weather', 'MultimediaShare', 'Official', 'Hashtags']",Low
362,north fire km any residential area ,"['Factoid', 'Hashtags', 'News']",Medium
363,right now crew confident spot fire win spread town ,"['ThirdPartyObservation', 'Hashtags', 'News']",Low
364,schmitte number one focus protection fort mcmurray human life community top priority ,"['Hashtags', 'News']",Low
365,josh people fort mcmurray need bring rain forest fire close ,['Irrelevant'],Low
366,our number one priority protection fort mcmurray say schmitte ,"['Hashtags', 'News']",Low
367,fire north river kilometre thickwood ,"['Factoid', 'Hashtags', 'News']",Low
368,schmitte point say any point fire line safe contain ,"['Hashtags', 'News']",Low
369,predict temperature condition come light condition bad today than yesterday ,"['Hashtags', 'News']",Low
370,schmitte fire hasn get close than km town past two day ,"['Factoid', 'Hashtags', 'News']",Medium
371,schmitte say condition today realize predict bad than yesterday ,"['Hashtags', 'News']",Low
372,schmitte say hangingstone river act natural barrier between fire condition today challenge ,"['ThirdPartyObservation', 'Hashtags', 'News']",Low
373,schmitte ash come down isn ignited burn ,"['ThirdPartyObservation', 'Hashtags', 'News']",Low
374,schmitte say fire run mostly west last night hit athabasca river where jump across ,"['ThirdPartyObservation', 'Hashtags', 'News']",Low
375,schmitte still concern northern flank fire due type tree amp wind challenge crew ,"['Hashtags', 'News']",Low
376,say boreal forest fire dependent ecosystem tree specie adapt fire ,"['Official', 'Hashtags']",Low
377,schmitte more resource add every day logistics around bring ensure safety firefighter high priority ,"['Hashtags', 'News']",Low
378,eight helicopter fight fire heavy helicopter here pm bucket hold gallon ,"['Factoid', 'Hashtags', 'News']",Low
379,overall fire bad today hangingstone river natural barrier btwn fire change condition fact ,"['Hashtags', 'News']",Low
380,schmitte alberta forestry constant communication regional municipality evacuation around community ,"['Hashtags', 'News']",Low
381,allen say people wherever live should get kit ready just precaution long way off however ,"['Hashtags', 'News', 'Advice']",Medium
382,darby serious situation prepare complexity around fight fire different challenge may present ,"['Hashtags', 'News', 'Advice']",Medium
383,fire chief allen re work fire give everything ,"['Official', 'Hashtags']",Low
384,one reportedly injure fire ,"['Hashtags', 'News']",Low
385,darby weather isn help right now give every resource help fight one injure thus far ,"['Hashtags', 'News']",Low
386,allen say report injury firefighter member public ,"['Hashtags', 'News']",Low
387,firefighter typically work hour day ,"['Hashtags', 'News']",Low
388,darby information release investigation challenge focus firefighting currently ,"['Hashtags', 'News']",Low
389,still nothing investigation cause go challenge say allen priority fight fire now ,"['Hashtags', 'News']",Low
390,fire chief allen urge resident against use ohv atvs everyone safety ,"['Official', 'Hashtags', 'Advice']",Medium
391,fire chief allen report any resident firefighter get hurt fire ,"['Official', 'Hashtags']",Low
392,scary situation size double mdt amp reporting fire burn over hectare ,"['Factoid', 'Hashtags']",Low
393,allen say continue live your life mindful fire situation change short notice ,"['Hashtags', 'News', 'Advice']",Low
394,fire chief allen please mindful situation change short notice keep resident informed ,"['Official', 'Hashtags', 'Advice']",Low
395,don get up morning think fine ll tell when fine say allen ,"['Hashtags', 'News']",Low
396,darby plan mind report folk sleep car trouble go evacuation centre ,"['ServiceAvailable', 'Hashtags', 'News', 'Advice']",Low
397,allen trouble some people find live car instead go macisland look after ,"['ServiceAvailable', 'Hashtags', 'News', 'Advice']",Low
398,allen say report some displaced people sleep car remind folk use centre macisland ,"['ServiceAvailable', 'Hashtags', 'News', 'Advice']",Low
399,darby next conference schedule afternoon ,"['Hashtags', 'News']",Low
400,conference over another one afternoon ,"['Hashtags', 'News']",Low
401,next medium update ,"['Hashtags', 'News']",Low
402,fire chief allen remind resident evacuation centre open place sleep food ,"['ServiceAvailable', 'Official', 'Hashtags', 'Advice']",Medium
403,allen confirms say atvs ohv wooded area supremely dangerous ,"['Hashtags', 'News', 'Advice']",Low
404,wildfire near fort mcmurray grow more than hectare ,"['MultimediaShare', 'Hashtags', 'News']",Low
405,fort mcmurray wildfire high temp low humidity create wildfire challenge tuesday ,"['MultimediaShare', 'Hashtags', 'News']",Low
406,update fire condition extreme fire chief how fire bad tuesday ,"['Hashtags', 'News']",Low
407,wildfire nearly double size ,"['Hashtags', 'News']",Low
408,fort mcmurray fire boreal forest like burn make fight fire challenge ,"['MultimediaShare', 'Hashtags', 'News']",Low
409,crew work warm temp amp strong wind expect more detail ,"['MultimediaShare', 'Hashtags']",Low
410,ll get late hear scientist dave phillips heat alberta ,"['Hashtags', 'News']",Low
411,audio here press conference morning full ,"['MultimediaShare', 'Hashtags', 'News']",Low
412,fire condition extreme hard day ahead wildfire size double ,"['MultimediaShare', 'Hashtags', 'News']",Low
413,next press conference afternoon ll keep update through well ,"['Hashtags', 'News']",Low
414,resident may see air traffic activity along hwy beacon hill south please don stop look leave space safety ,"['Official', 'Hashtags', 'Advice']",Medium
415,audio wildfire press conference may ,"['MultimediaShare', 'Hashtags', 'News']",Low
416,good week own car wash fort mcmurray ,"['Hashtags', 'News', 'Discussion']",Low
417,rough day fort mcmurray wildfire expect flare up tuesday afternoon ,"['Hashtags', 'News']",Low
418,predict re see extreme fire behaviour result crossover cndtns ,['Hashtags'],Low
419,anyone share update map me seem find one ,"['InformationWanted', 'Hashtags']",Low
420,seem north spot fire really get some fuel view real martin drive ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Medium
421,flame jump athabasca river overnight ,"['ThirdPartyObservation', 'Hashtags', 'News']",Low
422,slave lake wildfire offer orientation assistance ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Medium
423,view eagle ridge ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Medium
424,look much worse last minute ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Medium
425,outside kaos studio downtown fort mcmurray keep update afternoon ,"['MultimediaShare', 'Hashtags', 'News']",Medium
426,smoke outside my house right now crazy ,"['MultimediaShare', 'Hashtags']",Low
427,major forest fire across canada ,"['MultimediaShare', 'Hashtags']",Low
428,view park lot ,"['MultimediaShare', 'Hashtags', 'News']",Low
429,wow crazy ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
430,today view ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
431,crew less slave lake department here now help local crew sprinkler prevention ,"['MultimediaShare', 'Hashtags', 'News']",Low
432,view our office king st manning ave promised smoke plume arrive ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Medium
433,another view eagle ridge ,"['MultimediaShare', 'Hashtags']",Low
434,bring sprinkler equip case local firefighter need protect house ,"['MultimediaShare', 'Hashtags']",Low
435,rmwb building never look more like mordor than today damn suzuki ,"['MultimediaShare', 'Hashtags']",Low
436,challenge day ahead forest fire double fort mcmurray today ,"['MultimediaShare', 'Official', 'Hashtags']",Low
437,photo take outside kaos studio downtown ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags', 'News']",Low
438,people impact wildfire ahs here help useful information ,"['ServiceAvailable', 'Hashtags']",Low
439,forest fire still go near my city check out hashtag pic ,"['Hashtags', 'Advice']",Low
440,look like freak apocalypse something ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
441,see clear flame where several kilometre away crown full effect right now ,"['FirstPartyObservation', 'MultimediaShare', 'News']",Low
442,fire situation pretty bad sight timberlea ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
443,wow look really close fortmac today office ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags', 'News']",Medium
444,rate smoke build up something never see before ,"['MultimediaShare', 'Hashtags']",Low
445,view snye ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
